year,placement,artist,artist_id,song,song_id,author,decade,is_winner,top_3
1954,1,Giorgio Consolini,a_00015,Tutte le mamme,s_00061,"U. Bertini, E. Falcocchio",1950,True,True
1954,1,Gino Latilla,a_00008,Tutte le mamme,s_00061,"U. Bertini, E. Falcocchio",1950,True,True
1954,2,Katyna Ranieri,a_00016,Canzone da due soldi,s_00062,"Pinchi, C. Donida",1950,False,True
1954,2,Achille Togliani,a_00003,Canzone da due soldi,s_00062,"Pinchi, C. Donida",1950,False,True
1954,3,Gino Latilla,a_00008,...e la barca tornò sola,s_00063,M. Ruccione,1950,False,True
1954,3,Franco Ricci,a_00018,...e la barca tornò sola,s_00063,M. Ruccione,1950,False,True
1954,4,Natalino Otto,a_00019,Notturno (Per chi non ha nessuno),s_00064,F. S. Mangieri,1950,False,False
1954,4,Vittoria Mongardi,a_00020,Notturno (Per chi non ha nessuno),s_00064,F. S. Mangieri,1950,False,False
1954,5,Flo Sandon's,a_00010,Non è mai troppo tardi,s_00065,D. Olivieri,1950,False,False
1954,5,Carla Boni,a_00009,Non è mai troppo tardi,s_00065,D. Olivieri,1950,False,False
1954,6,Quartetto Cetra,a_00021,Aveva un bavero,s_00066,"M. Panzeri, V. Ripa",1950,False,False
1954,6,Vittoria Mongardi e Duo Fasano,a_00022,Aveva un bavero,s_00066,"M. Panzeri, V. Ripa",1950,False,False
1954,7,Gino Latilla e Duo Fasano,a_00023,Sotto l'ombrello,s_00067,N. Casiroli,1950,False,False
1954,7,Katyna Ranieri e Giorgio Consolini,a_00024,Sotto l'ombrello,s_00067,N. Casiroli,1950,False,False
1954,8,Achille Togliani,a_00003,Mogliettina,s_00068,S. Seracini,1950,False,False
1954,8,Natalino Otto,a_00019,Mogliettina,s_00068,S. Seracini,1950,False,False
1954,9,Achille Togliani,a_00003,Con te,s_00069,A. De Curtis,1950,False,False
1954,9,Flo Sandon's e Natalino Otto,a_00025,Con te,s_00069,A. De Curtis,1950,False,False
1954,10,Achille Togliani,a_00003,Donnina sola,s_00070,"S. Simoni, A. Valleroni, M. Casini",1950,False,False
1954,10,Natalino Otto,a_00019,Donnina sola,s_00070,"S. Simoni, A. Valleroni, M. Casini",1950,False,False
1954,NF,Vittoria Mongardi,a_00020,Angeli senza cielo,s_00071,"Pinchi, E. Valladi",1950,False,False
1954,NF,Flo Sandon's,a_00010,Angeli senza cielo,s_00071,"Pinchi, E. Valladi",1950,False,False
1954,NF,"Carla Boni, Gino Latilla e Duo Fasano",a_00026,Arriva il direttore,s_00072,"M. Panzeri, G. Fanciulli",1950,False,False
1954,NF,Quartetto Cetra,a_00021,Arriva il direttore,s_00072,"M. Panzeri, G. Fanciulli",1950,False,False
1954,NF,Carla Boni e Duo Fasano,a_00027,Berta filava,s_00073,"Pinchi, G. Wilhelm, O. Fiammenghi",1950,False,False
1954,NF,Giorgio Consolini,a_00015,Berta filava,s_00073,"Pinchi, G. Wilhelm, O. Fiammenghi",1950,False,False
1954,NF,Gino Latilla e Duo Fasano,a_00023,Canzoni alla sbarra,s_00074,G. D'Anzi,1950,False,False
1954,NF,Quartetto Cetra,a_00021,Canzoni alla sbarra,s_00074,G. D'Anzi,1950,False,False
1954,NF,Carla Boni e Duo Fasano,a_00027,Cirillino-Ci,s_00075,"N. Rastelli, V. Mascheroni",1950,False,False
1954,NF,Quartetto Cetra,a_00021,Cirillino-Ci,s_00075,"N. Rastelli, V. Mascheroni",1950,False,False
1954,NF,Achille Togliani,a_00003,Gioia di vivere,s_00076,C. A. Bixio,1950,False,False
1954,NF,Gianni Ravera,a_00028,Gioia di vivere,s_00076,C. A. Bixio,1950,False,False
1954,NF,Duo Fasano e Gino Latilla,a_00029,Piripicchio e Piripicchia,s_00077,"A. Sopranzi, T. Fusco",1950,False,False
1954,NF,Quartetto Cetra,a_00021,Piripicchio e Piripicchia,s_00077,"A. Sopranzi, T. Fusco",1950,False,False
1954,NF,Katyna Ranieri,a_00016,Rose (Oggi i tempi son cambiati),s_00078,"Biri, G. Viezzoli",1950,False,False
1954,NF,Vittoria Mongardi,a_00020,Rose (Oggi i tempi son cambiati),s_00078,"Biri, G. Viezzoli",1950,False,False
1954,NF,Carla Boni,a_00009,Un diario,s_00079,"A. Locatelli, F. Bergamini",1950,False,False
1954,NF,Quartetto Cetra,a_00021,Un diario,s_00079,"A. Locatelli, F. Bergamini",1950,False,False
1954,NF,Gino Latilla,a_00008,Una bambina sei tu,s_00080,G. Fabor,1950,False,False
1954,NF,Natalino Otto,a_00019,Una bambina sei tu,s_00080,G. Fabor,1950,False,False
1955,1,Claudio Villa,a_00030,Buongiorno tristezza,s_00081,"G. Fiorelli, M. Ruccione",1950,True,True
1955,1,Tullio Pane,a_00031,Buongiorno tristezza,s_00081,"G. Fiorelli, M. Ruccione",1950,True,True
1955,2,Claudio Villa,a_00030,Il torrente,s_00082,"C. A. Liman, L. Carmi",1950,False,True
1955,2,Tullio Pane,a_00031,Il torrente,s_00082,"C. A. Liman, L. Carmi",1950,False,True
1955,3,Natalino Otto e Trio Aurora,a_00032,Canto nella valle,s_00083,"M. Panzeri, U. Fusco",1950,False,True
1955,3,"Bruno Pallesi, Nuccia Bongiovanni e Radio Boys",a_00033,Canto nella valle,s_00083,"M. Panzeri, U. Fusco",1950,False,True
1955,4,Claudio Villa,a_00030,Incantatella,s_00084,E. Bonagura,1950,False,False
1955,4,Narciso Parigi,a_00034,Incantatella,s_00084,E. Bonagura,1950,False,False
1955,5,Antonio Basurto,a_00035,Un cuore,s_00085,"P. Mendes, E. Falcocchio",1950,False,False
1955,5,Gianni Ravera,a_00028,Un cuore,s_00085,"P. Mendes, E. Falcocchio",1950,False,False
1955,6,Jula de Palma,a_00036,L'ombra,s_00086,W. Colì,1950,False,False
1955,6,Marisa Colomber,a_00037,L'ombra,s_00086,W. Colì,1950,False,False
1955,7,Narciso Parigi e Radio Boys,a_00038,Ci ciu cì (Cantava un usignol),s_00087,"E. Minoretti, S. Seracini",1950,False,False
1955,7,Natalino Otto e Trio Aurora,a_00032,Ci ciu cì (Cantava un usignol),s_00087,"E. Minoretti, S. Seracini",1950,False,False
1955,8,Natalino Otto,a_00019,Una fotografia nella cornice,s_00088,"L. Mannucci, A. V. Savona, E. Fecchi",1950,False,False
1955,8,Antonio Basurto,a_00035,Una fotografia nella cornice,s_00088,"L. Mannucci, A. V. Savona, E. Fecchi",1950,False,False
1955,NF,Jula de Palma,a_00036,Cantilena del trainante,s_00089,"Angelo Faccenna, Enzo Bonagura, Mario De Angelis",1950,False,False
1955,NF,Antonio Basurto,a_00035,Cantilena del trainante,s_00089,"Angelo Faccenna, Enzo Bonagura, Mario De Angelis",1950,False,False
1955,NF,Bruno Pallesi,a_00039,Che fai tu luna in ciel,s_00090,"N. Rastelli, Ebe De Paulis, Brinniti",1950,False,False
1955,NF,Jula de Palma,a_00036,Che fai tu luna in ciel,s_00090,"N. Rastelli, Ebe De Paulis, Brinniti",1950,False,False
1955,NF,Clara Jaione e Radio Boys,a_00040,Era un omino (piccino piccino),s_00091,A. Paolillo,1950,False,False
1955,NF,"Nella Colombo, Bruno Rosettani e Trio Aurora",a_00041,Era un omino (piccino piccino),s_00091,A. Paolillo,1950,False,False
1955,NF,Natalino Otto,a_00019,I tre timidi,s_00092,E. Valladi,1950,False,False
1955,NF,Nuccia Bongiovanni e Radio Boys,a_00042,I tre timidi,s_00092,E. Valladi,1950,False,False
1955,NF,Bruno Pallesi e Nuccia Bongiovanni,a_00043,Il primo viaggio,s_00093,Mario Panzeri - Giancarlo Testoni - Sargon,1950,False,False
1955,NF,"Bruno Rosettani, Nella Colombo e Trio Aurora",a_00044,Il primo viaggio,s_00093,Mario Panzeri - Giancarlo Testoni - Sargon,1950,False,False
1955,NF,Gianni Ravera,a_00028,Non penserò che a te,s_00094,"Alba Taddei, Gino Poggiali, Mario Minasi",1950,False,False
1955,NF,Tullio Pane,a_00031,Non penserò che a te,s_00094,"Alba Taddei, Gino Poggiali, Mario Minasi",1950,False,False
1955,NF,Bruno Pallesi,a_00039,Sentiero,s_00095,"B. Cherubini, C. Concina",1950,False,False
1955,NF,Jula de Palma,a_00036,Sentiero,s_00095,"B. Cherubini, C. Concina",1950,False,False
1955,NF,Bruno Rosettani e Trio Aurora,a_00045,Zucchero e pepe,s_00096,"Biri, L. Capece Minutolo, V. Mascheroni",1950,False,False
1955,NF,Clara Jaione e Radio Boys,a_00040,Zucchero e pepe,s_00096,"Biri, L. Capece Minutolo, V. Mascheroni",1950,False,False
1956,1,Franca Raimondi,a_00046,Aprite le finestre,s_00097,"Pinchi, V. Panzuti",1950,True,True
1956,2,Tonina Torrielli,a_00047,Amami se vuoi,s_00098,"M. Panzeri, V. Mascheroni",1950,False,True
1956,3,Luciana Gonzales,a_00048,La vita è un paradiso di bugie,s_00099,"D. Calcagno, N. Oliviero",1950,False,True
1956,4,Tonina Torrielli,a_00047,Il cantico del cielo,s_00100,"A. Testa, C. A. Rossi",1950,False,False
1956,5,Ugo Molinari,a_00049,La colpa fu,s_00101,"Gippi, L. Beretta, E. Sciorilli",1950,False,False
1956,6,Tonina Torrielli,a_00047,Il bosco innamorato,s_00102,"G. C. Testoni, G. Kramer",1950,False,False
1956,7,Ugo Molinari,a_00049,Albero caduto,s_00103,"G. Fiorelli, M. Ruccione",1950,False,False
1956,8,Gianni Marzocchi,a_00050,Musetto (La più bella sei tu),s_00104,D. Modugno,1950,False,False
1956,9,Ugo Molinari,a_00049,Nota per nota,s_00105,G. Viezzoli,1950,False,False
1956,10,Ugo Molinari,a_00049,Due teste sul cuscino,s_00106,"G. C. Testoni, F. Rendine",1950,False,False
1956,NF,Gianni Marzocchi e Clara Vincenzi,a_00051,Anima gemella,s_00107,"G. C. Testoni, C. A. Rossi",1950,False,False
1956,NF,Luciana Gonzales,a_00048,È bello,s_00108,"Danpa, D. Vignali",1950,False,False
1956,NF,Gianni Marzocchi,a_00050,Ho detto al sole,s_00109,"R. Morbelli, Falco",1950,False,False
1956,NF,Franca Raimondi,a_00046,Il trenino del destino,s_00110,"B. Cherubini, M. Schisa, M. Trama",1950,False,False
1956,NF,Clara Vincenzi,a_00052,Il trenino di latta verde,s_00111,"M. Gigante, L. L. Martelli, Neri",1950,False,False
1956,NF,Gianni Marzocchi e Franca Raimondi,a_00053,Lucia e Tobia,s_00112,"M. Panzeri, G. D'Anzi",1950,False,False
1956,NF,Clara Vincenzi,a_00052,Lui e lei,s_00113,"S. Simoni, Faccenna, M. Casini",1950,False,False
1956,NF,Luciana Gonzales,a_00048,Parole e musica,s_00114,"N. Rastelli, Silvestri",1950,False,False
1956,NF,Tonina Torrielli,a_00047,Qualcosa è rimasto,s_00115,"Pinchi, Spaggiari",1950,False,False
1956,NF,Franca Raimondi e Clara Vincenzi,a_00054,Sogni d'or,s_00116,"A. Costanzo, P. Maschio",1950,False,False
1957,1,Claudio Villa,a_00030,Corde della mia chitarra,s_00117,"G. Fiorelli, M. Ruccione",1950,True,True
1957,1,Nunzio Gallo,a_00055,Corde della mia chitarra,s_00117,"G. Fiorelli, M. Ruccione",1950,True,True
1957,2,Claudio Villa,a_00030,Usignolo,s_00118,"G. Castellani, L. L. Martelli, C. Concina",1950,False,True
1957,2,Giorgio Consolini,a_00015,Usignolo,s_00118,"G. Castellani, L. L. Martelli, C. Concina",1950,False,True
1957,3,Gino Latilla,a_00008,Scusami,s_00119,"Biri, W. Malgoni, M. Perrone",1950,False,True
1957,3,Tonina Torrielli,a_00047,Scusami,s_00119,"Biri, W. Malgoni, M. Perrone",1950,False,True
1957,4,"Carla Boni, Gino Latilla e Duo Fasano",a_00026,Casetta in Canadà,s_00120,"M. Panzeri, V. Mascheroni",1950,False,False
1957,4,Gloria Christian e Poker di Voci,a_00056,Casetta in Canadà,s_00120,"M. Panzeri, V. Mascheroni",1950,False,False
1957,5,Claudio Villa,a_00030,Cancello tra le rose,s_00121,"U. Bertini, M. De Paolis",1950,False,False
1957,5,Giorgio Consolini,a_00015,Cancello tra le rose,s_00121,"U. Bertini, M. De Paolis",1950,False,False
1957,6,Claudio Villa e Gino Latilla,a_00057,Il pericolo numero uno,s_00122,"E. Bonagura, M. Cozzoli",1950,False,False
1957,6,Natalino Otto e Poker di Voci,a_00058,Il pericolo numero uno,s_00122,"E. Bonagura, M. Cozzoli",1950,False,False
1957,7,Tina Allori,a_00059,Intorno a te (È sempre primavera),s_00123,"D. Bernazza, M. De Angelis, A. Piga, Falco",1950,False,False
1957,7,Tonina Torrielli,a_00047,Intorno a te (È sempre primavera),s_00123,"D. Bernazza, M. De Angelis, A. Piga, Falco",1950,False,False
1957,8,Carla Boni,a_00009,Per una volta ancora,s_00124,"U. Bertini, G. D'Anzi",1950,False,False
1957,8,Nunzio Gallo,a_00055,Per una volta ancora,s_00124,"U. Bertini, G. D'Anzi",1950,False,False
1957,9,Gino Latilla e Duo Fasano,a_00023,Un filo di speranza,s_00125,"G. C. Testoni, S. Seracini",1950,False,False
1957,9,Natalino Otto e Poker di Voci,a_00058,Un filo di speranza,s_00125,"G. C. Testoni, S. Seracini",1950,False,False
1957,10,Carla Boni e Duo Fasano,a_00027,Le trote blu,s_00126,"D. Calcagno, L. Gelmini",1950,False,False
1957,10,"Gloria Christian, Natalino Otto e Poker di Voci",a_00060,Le trote blu,s_00126,"D. Calcagno, L. Gelmini",1950,False,False
1957,NF,Gino Latilla,a_00008,A poco a poco,s_00127,"M. Rivi, C. Innocenzi",1950,False,False
1957,NF,Luciano Virgili,a_00061,A poco a poco,s_00127,"M. Rivi, C. Innocenzi",1950,False,False
1957,NF,Tina Allori,a_00059,Ancora ci credo,s_00128,"E. Fecchi, F. Campanozzi",1950,False,False
1957,NF,Flo Sandon's,a_00010,Ancora ci credo,s_00128,"E. Fecchi, F. Campanozzi",1950,False,False
1957,NF,Fiorella Bini,a_00062,Estasi,s_00129,"Da Vinci, Lucci",1950,False,False
1957,NF,Flo Sandon's,a_00010,Estasi,s_00129,"Da Vinci, Lucci",1950,False,False
1957,NF,Gino Baldi,a_00063,Finalmente,s_00130,"G. Bonavolontà, M. Rivi",1950,False,False
1957,NF,Luciano Virgili,a_00061,Finalmente,s_00130,"G. Bonavolontà, M. Rivi",1950,False,False
1957,NF,Gino Baldi,a_00063,Nel giardino del mio cuore,s_00131,"G. C. Testoni, G. Kramer",1950,False,False
1957,NF,Jula de Palma,a_00036,Nel giardino del mio cuore,s_00131,"G. C. Testoni, G. Kramer",1950,False,False
1957,NF,Gino Latilla,a_00008,Non ti ricordi più?,s_00132,"Da Vinci, Poggiali",1950,False,False
1957,NF,Nunzio Gallo,a_00055,Non ti ricordi più?,s_00132,"Da Vinci, Poggiali",1950,False,False
1957,NF,Fiorella Bini e Duo Fasano,a_00064,Raggio nella nebbia,s_00133,"Franco Salina, M. Pagano",1950,False,False
1957,NF,Jula de Palma e Poker di Voci,a_00065,Raggio nella nebbia,s_00133,"Franco Salina, M. Pagano",1950,False,False
1957,NF,Gianni Ravera,a_00028,Un certo sorriso,s_00134,"M. Ruccione, G. Fiorelli",1950,False,False
1957,NF,Natalino Otto,a_00019,Un certo sorriso,s_00134,"M. Ruccione, G. Fiorelli",1950,False,False
1957,NF,Carla Boni,a_00009,Un sogno di cristallo,s_00135,"A. Testa, P. Calvi",1950,False,False
1957,NF,Jula de Palma,a_00036,Un sogno di cristallo,s_00135,"A. Testa, P. Calvi",1950,False,False
1958,1,Domenico Modugno,a_00066,Nel blu dipinto di blu,s_00136,D. Modugno e F. Migliacci,1950,True,True
1958,1,Johnny Dorelli,a_00067,Nel blu dipinto di blu,s_00136,D. Modugno e F. Migliacci,1950,True,True
1958,2,Nilla Pizzi,a_00001,L'edera,s_00137,V. D'Acquisto e S. Seracini,1950,False,True
1958,2,Tonina Torrielli,a_00047,L'edera,s_00137,V. D'Acquisto e S. Seracini,1950,False,True
1958,3,Gino Latilla,a_00008,Amare un'altra -Amare un altro,s_00138,R. Pazzaglia e G. Fabor,1950,False,True
1958,3,Nilla Pizzi,a_00001,Amare un'altra -Amare un altro,s_00138,R. Pazzaglia e G. Fabor,1950,False,True
1958,4,Claudio Villa,a_00030,Campana di Santa Lucia,s_00139,B. Cherubini e C. Concina,1950,False,False
1958,4,Giorgio Consolini,a_00015,Campana di Santa Lucia,s_00139,B. Cherubini e C. Concina,1950,False,False
1958,5,Claudio Villa,a_00030,Giuro d'amarti così,s_00140,M. Panzeri e V. Mascheroni,1950,False,False
1958,5,Nilla Pizzi,a_00001,Giuro d'amarti così,s_00140,M. Panzeri e V. Mascheroni,1950,False,False
1958,6,Carla Boni e Gino Latilla,a_00068,Timida serenata,s_00141,N. Salerno e G. Redi,1950,False,False
1958,6,Aurelio Fierro e Gloria Christian,a_00069,Timida serenata,s_00141,N. Salerno e G. Redi,1950,False,False
1958,7,Claudio Villa e Duo Fasano,a_00070,Fragole e cappellini,s_00142,M. Panzeri e S. Seracini,1950,False,False
1958,7,Aurelio Fierro e Trio Joyce,a_00071,Fragole e cappellini,s_00142,M. Panzeri e S. Seracini,1950,False,False
1958,8,Natalino Otto,a_00019,Non potrai dimenticare,s_00143,B. Pallesi e W. Malgoni,1950,False,False
1958,8,Carla Boni e Gino Latilla,a_00068,Non potrai dimenticare,s_00143,B. Pallesi e W. Malgoni,1950,False,False
1958,9,Tonina Torrielli,a_00047,Mille volte,s_00144,Zibio e G. Fabor,1950,False,False
1958,9,Cristina Jorio,a_00072,Mille volte,s_00144,Zibio e G. Fabor,1950,False,False
1958,10,Johnny Dorelli,a_00067,Fantastica,s_00145,"A. Costanzo, C. Gori e P. Bentivoglio",1950,False,False
1958,10,Natalino Otto,a_00019,Fantastica,s_00145,"A. Costanzo, C. Gori e P. Bentivoglio",1950,False,False
1958,NF,Carla Boni,a_00009,Arsura,s_00146,"B. Cherubini, V. D'Acquisto e M. Schisa",1950,False,False
1958,NF,Giorgio Consolini,a_00015,Arsura,s_00146,"B. Cherubini, V. D'Acquisto e M. Schisa",1950,False,False
1958,NF,Claudio Villa e Gino Latilla,a_00057,Cos'è un bacio,s_00147,V. Rovi e G. Boneschi,1950,False,False
1958,NF,Gloria Christian,a_00073,Cos'è un bacio,s_00147,V. Rovi e G. Boneschi,1950,False,False
1958,NF,Marisa Del Frate,a_00074,È molto facile dirsi addio,s_00148,L. L. Martelli e E. Neri,1950,False,False
1958,NF,Giorgio Consolini,a_00015,È molto facile dirsi addio,s_00148,L. L. Martelli e E. Neri,1950,False,False
1958,NF,Marisa Del Frate,a_00074,Ho disegnato un cuore,s_00149,S. Simoni e I. Piga,1950,False,False
1958,NF,Gloria Christian,a_00073,Ho disegnato un cuore,s_00149,S. Simoni e I. Piga,1950,False,False
