year,country,song,artist,final_place,final_points,top_5,top_10,running_order_final,grand_final_ind,big6_ind,semi_final_num,semi_place,semi_points,running_order_semi,national_final,solo_artist,sex,returning_artist_ind,number_of_members,language1,language2,language3,language4,multiple_language,national_language_used,eu,nato,country_group,myesb_community,myesb_personal,ogae_points,qualification_record,decade,is_winner,top_3,top_10_flag
2025,Finland,Ich komme,Erika Vikman,,,,,,,0,2.0,,,16.0,1,1,F,0,1,Finnish,,,,0,True,1,0,Northern,3,1,253,0.6,2020,False,False,False
2025,France,Maman,Louane,,,,,,1.0,1,,,,,0,1,F,0,1,French,,,,0,True,1,1,Western,7,6,137,,2020,False,False,False
2025,Georgia,Freedom,Mariam Shengelia,,,,,,,0,2.0,,,10.0,0,1,F,0,1,Georgian,English,,,1,True,0,0,South-Eastern,37,37,0,0.5,2020,False,False,False
2025,Germany,Baller,Abor & Tynna,,,,,,1.0,1,,,,,1,0,Mixed,0,2,German,,,,0,True,1,1,Central,8,13,44,,2020,False,False,False
2025,Greece,Asteromata,Klavdia,,,,,,,0,2.0,,,7.0,1,1,F,0,1,Greek,,,,0,True,1,1,Southern,9,12,57,0.85,2020,False,False,False
2025,Iceland,Roa,Vaeb,,,,,,,0,1.0,,,1.0,1,0,M,0,2,Icelandic,,,,0,True,0,1,Northern,26,5,0,0.55,2020,False,False,False
2025,Ireland,Laika Party,Emmy,,,,,,,0,2.0,,,3.0,1,1,F,0,1,English,,,,0,False,1,0,Western,29,35,6,0.45,2020,False,False,False
2025,Israel,New Day Will Rise,Yuval Raphael,,,,,,,0,2.0,,,14.0,0,1,F,0,1,English,French,Hebrew,,1,True,0,0,South-Eastern,21,31,58,0.65,2020,False,False,False
2025,Italy,Volevo essere un duro,Lucio Corsi,,,,,,1.0,1,,,,,1,1,M,0,1,Italian,,,,0,True,1,1,Western,20,26,8,,2020,False,False,False
2025,Latvia,Bur man laimi,Tautumeitas,,,,,,,0,2.0,,,4.0,1,0,F,0,6,Latvian,,,,0,True,1,1,Northern,23,36,2,0.35,2020,False,False,False
2025,Lithuania,Tavo akys,Katarsis,,,,,,,0,2.0,,,8.0,1,1,Mixed,0,4,Lithuanian,,,,0,True,1,1,Northern,16,28,1,0.65,2020,False,False,False
2025,Luxembourg,La poupée monte le son,Laura Thorn,,,,,,,0,2.0,,,13.0,1,1,F,0,1,French,,,,0,True,1,1,Western,24,16,39,1.0,2020,False,False,False
2025,Malta,Serving,Miriana Conte,,,,,,,0,2.0,,,9.0,1,1,F,0,1,English,,,,0,False,1,0,Western,5,22,164,0.5,2020,False,False,False
2025,Montenegro,Dobrodosli,Nina Zizi,,,,,,,0,2.0,,,2.0,1,1,F,1,1,Montenegrin,,,,0,True,0,1,Southern,33,33,0,0.166666667,2020,False,False,False
2025,Netherlands,C'est la vie,Claude,,,,,,,0,1.0,,,13.0,0,1,M,0,1,French,English,,,1,False,1,1,Western,10,4,278,0.5,2020,False,False,False
2025,Norway,Lighter,Kyle Alessandro,,,,,,,0,1.0,,,8.0,1,1,M,0,1,English,,,,0,False,0,1,Northern,6,32,71,0.85,2020,False,False,False
2025,Poland,Gaja,Justyna Steczkowska,,,,,,,0,1.0,,,2.0,1,1,F,1,1,Polish,English,,,1,True,1,1,Eastern,11,15,8,0.444444444,2020,False,False,False
2025,Portugal,Deslocado,Napa,,,,,,,0,1.0,,,7.0,1,0,M,0,5,Portuguese,,,,0,True,1,1,Western,28,10,0,0.5,2020,False,False,False
2025,San Marino,Tutta l'Italia,Gabry Ponte,,,,,,,0,1.0,,,11.0,1,1,M,0,1,Italian,,,,0,True,0,0,Western,25,23,36,0.214285714,2020,False,False,False
2025,Serbia,Mila,Princ,,,,,,,0,2.0,,,15.0,1,1,M,0,1,Serbian,,,,0,True,0,0,Southern,36,25,0,0.8125,2020,False,False,False
2025,Slovenia,How Much Time Do We Have Left,Klemen,,,,,,,0,1.0,,,3.0,1,1,M,0,1,English,,,,0,False,1,1,Central,35,20,1,0.4,2020,False,False,False
2025,Spain,Esa diva,Melody,,,,,,1.0,1,,,,,1,1,F,0,1,Spanish,,,,0,True,1,1,Western,13,8,136,,2020,False,False,False
2025,Sweden,Bara bada bastu,KAJ,,,,,,,0,1.0,,,6.0,1,0,M,0,3,Swedish,,,,0,True,1,0,Northern,2,2,421,0.95,2020,False,False,False
2025,Switzerland,Voyage,Zoe Me,,,,,,1.0,1,,,,,0,1,F,0,1,French,,,,0,False,0,0,Central,12,7,44,0.45,2020,False,False,False
2025,Ukraine,Bird of Pray,Ziferblat,,,,,,,0,1.0,,,5.0,1,0,M,0,3,Ukrainian,English,,,1,True,0,0,Eastern,19,29,1,1.0,2020,False,False,False
2025,United Kingdom,What the Hell Just Happened?,Remember Monday,,,,,,1.0,1,,,,,0,0,F,0,3,English,,,,0,True,0,1,Western,31,9,7,,2020,False,False,False
2024,Albania,Titan,Besa,,,,,,0.0,0,2.0,15.0,14.0,2.0,1,1,F,0,1,English,,,,0,False,0,1,Southern,34,21,0,0.578947368,2020,False,False,False
2024,Armenia,Jako,Ladaniva,8.0,183.0,,1.0,19.0,1.0,0,2.0,3.0,137.0,8.0,0,0,Mixed,0,2,Armenian,,,,0,True,0,0,South-Eastern,20,34,2,0.8,2020,False,False,True
2024,Australia,One Milkali (One Blood),Electric Fields,,,,,,0.0,0,1.0,11.0,41.0,13.0,0,0,M ,0,2,English,Yankunytjatjara,,,1,True,0,0,Western,32,3,5,0.875,2020,False,False,False
2024,Austria,We Will Rave,Kaleen,24.0,24.0,,,26.0,1.0,0,2.0,9.0,46.0,6.0,0,1,F,0,1,English,,,,0,False,1,0,Central,9,27,129,0.533333333,2020,False,False,False
2024,Azerbaijan,Ozunle apar,Fahree ft. Ilkin Dovlatov,,,,,,0.0,0,1.0,14.0,11.0,12.0,0,0,M,0,2,English,Azerbaijani,,,1,True,0,0,South-Eastern,29,22,3,0.866666667,2020,False,False,False
2024,Belgium,Before the Party's Over,Mustii,,,,,,0.0,0,2.0,13.0,18.0,12.0,0,1,M,0,1,English,,,,0,False,1,1,Western,5,9,223,0.473684211,2020,False,False,False
2024,Croatia,Rim Tim Tagi Dim,Baby Lasagna,2.0,547.0,1.0,1.0,23.0,1.0,0,1.0,1.0,177.0,7.0,1,1,M,0,1,English,,,,0,False,1,1,Southern,3,12,356,0.470588235,2020,False,True,True
2024,Cyprus,Liar,Silia Lapsis,15.0,78.0,,,20.0,1.0,0,1.0,6.0,67.0,1.0,0,1,F,0,1,English,,,,0,False,1,0,South-Eastern,19,35,4,0.611111111,2020,False,False,False
2024,Czech Republic,Pedestal,Aiko,,,,,,0.0,0,2.0,11.0,38.0,5.0,1,1,F,0,1,English,,,,0,False,1,1,Central,25,29,0,0.454545455,2020,False,False,False
2024,Denmark,Sand,Saba,,,,,,0.0,0,2.0,12.0,36.0,7.0,1,1,F,0,1,English,,,,0,False,1,1,Northern,24,31,12,0.631578947,2020,False,False,False
2024,Estonia,(Nendest) narkootikumidest ei tea me (kull) midagi,5miinust and Puuluup,20.0,37.0,,,9.0,1.0,0,2.0,6.0,79.0,13.0,1,0,M,0,6,Estonian,,,,0,True,1,1,Northern,21,28,5,0.473684211,2020,False,False,False
2024,Finland,No Rules!,Windows95man,19.0,38.0,,,17.0,1.0,0,1.0,7.0,59.0,10.0,1,0,M,0,2,English,,,,0,False,1,0,Northern,28,14,0,0.578947368,2020,False,False,False
2024,France,Mon amour,Slimane,4.0,445.0,1.0,1.0,25.0,1.0,1,,,,,0,1,M,0,1,French,,,,0,True,1,1,Western,11,1,188,,2020,False,False,True
2024,Georgia,Firefighter,Nutsa Buzaladze,21.0,34.0,,,24.0,1.0,0,2.0,8.0,54.0,11.0,0,1,F,0,1,English,,,,0,False,0,0,South-Eastern,18,26,1,0.466666667,2020,False,False,False
2024,Germany,Always on the Run,Isaak,12.0,117.0,,,3.0,1.0,1,,,,,1,1,M,0,1,English,,,,0,False,1,1,Central,31,2,0,,2020,False,False,False
2024,Greece,Zari,Marina Satti ,11.0,126.0,,,12.0,1.0,0,2.0,5.0,86.0,3.0,0,1,F,0,1,Greek,,,,0,True,1,1,Southern,4,37,91,0.842105263,2020,False,False,False
2024,Iceland,Scared of Heights,Hera Bjork,,,,,,0.0,0,1.0,15.0,3.0,8.0,1,1,F,1,1,English,,,,0,False,0,1,Northern,36,25,0,0.578947368,2020,False,False,False
2024,Ireland,Doomsday Blue,Bambie Thug,6.0,278.0,,1.0,10.0,1.0,0,1.0,3.0,124.0,4.0,1,1,F,0,1,English,,,,0,False,1,0,Western,22,30,0,0.421052632,2020,False,False,True
2024,Israel,Hurricane,Eden Golan,5.0,375.0,1.0,1.0,6.0,1.0,0,2.0,1.0,194.0,14.0,1,1,F,0,1,English,Hebrew,,,1,True,0,0,South-Eastern,17,10,53,0.631578947,2020,False,False,True
2024,Italy,La noia,Angelina Mango,7.0,268.0,,1.0,15.0,1.0,1,,,,,1,1,F,0,1,Italian,,,,0,True,1,1,Western,1,13,338,,2020,False,False,True
2024,Latvia,Hollow,Dons,16.0,64.0,,,11.0,1.0,0,2.0,7.0,72.0,9.0,1,1,M,0,1,English,,,,0,False,1,1,Northern,35,17,0,0.315789474,2020,False,False,False
2024,Lithuania,Luktelk,Silvester Belt,14.0,90.0,,,7.0,1.0,0,1.0,4.0,119.0,3.0,1,1,M,0,1,Lithuanian,,,,0,True,1,1,Northern,7,8,108,0.631578947,2020,False,False,False
2024,Luxembourg,Fighter,Tali,13.0,103.0,,,4.0,1.0,0,1.0,5.0,117.0,15.0,1,1,F,0,1,French,English,,,1,True,1,1,Western,23,24,12,,2020,False,False,False
2024,Malta,Loop,Sarah Bonnici,,,,,,0.0,0,2.0,16.0,13.0,1.0,1,1,F,0,1,English,,,,0,False,1,0,Western,30,32,0,0.526315789,2020,False,False,False
2024,Moldova,In the Middle,Natalia Barbu,,,,,,0.0,0,1.0,13.0,20.0,11.0,1,1,F,1,1,English,,,,0,False,0,0,Eastern,37,33,0,0.684210526,2020,False,False,False
2024,Netherlands,Europapa,Joost Klein,,,,,5.0,1.0,0,2.0,2.0,182.0,16.0,0,1,M,0,1,Dutch,,,,0,True,1,1,Western,6,5,96,0.473684211,2020,False,False,False
2024,Norway,Ulveham,Gate,25.0,16.0,,,14.0,1.0,0,2.0,10.0,43.0,15.0,1,0,Mixed,0,5,Norwegian,,,,0,True,0,1,Northern,10,15,43,0.842105263,2020,False,False,False
2024,Poland,The Tower,Luna,,,,,,0.0,0,1.0,12.0,35.0,6.0,0,1,F,0,1,English,,,,0,False,1,1,Eastern,26,19,1,0.470588235,2020,False,False,False
2024,Portugal,Grito,Iolanda,10.0,152.0,,1.0,18.0,1.0,0,1.0,8.0,58.0,14.0,1,1,F,0,1,Portuguese,,,,0,True,1,1,Western,27,36,0,0.470588235,2020,False,False,True
2024,San Marino,11:11,Megara,,,,,,0.0,0,2.0,14.0,16.0,10.0,1,0,Mixed,0,4,Spanish,English,,,1,False,0,0,Western,33,16,0,0.230769231,2020,False,False,False
2024,Serbia,Ramonda,Teya Dora,17.0,54.0,,,16.0,1.0,0,1.0,10.0,47.0,2.0,1,1,F,0,1,Serbian,,,,0,True,0,0,Southern,13,23,7,0.8,2020,False,False,False
2024,Slovenia,Veronika,Raiven,23.0,27.0,,,22.0,1.0,0,1.0,9.0,51.0,9.0,0,1,F,0,1,Slovene,,,,0,True,1,1,Central,15,18,10,0.368421053,2020,False,False,False
2024,Spain,Zorra,Nebulossa,22.0,30.0,,,8.0,1.0,1,,,,,1,0,Mixed,0,2,Spanish,,,,0,True,1,1,Western,14,11,103,,2020,False,False,False
2024,Sweden,Unforgettable,Marcus & Martinus,9.0,174.0,,1.0,1.0,1.0,1,,,,,1,0,M,0,2,English,,,,0,False,1,0,Northern,12,20,59,0.947368421,2020,False,False,True
2024,Switzerland,The Code,Nemo,1.0,591.0,1.0,1.0,21.0,1.0,0,2.0,4.0,132.0,4.0,0,1,M,0,1,English,,,,0,False,0,0,Central,2,6,290,0.421052632,2020,True,True,True
2024,Ukraine,Teresa & Maria,Alyona Alyona & Jerry Heil,3.0,453.0,1.0,1.0,2.0,1.0,0,1.0,2.0,173.0,5.0,1,0,F,0,2,Ukrainian,English,,,1,True,0,0,Eastern,8,4,150,1.0,2020,False,True,True
2024,United Kingdom,Dizzy,Olly Alexander,18.0,46.0,,,13.0,1.0,1,,,,,0,1,M,0,1,English,,,,0,True,0,1,Western,16,7,89,,2020,False,False,False
2023,Albania,Duje,Albina & Familja Kelmendi,22.0,76.0,0.0,0.0,10.0,1.0,0,2.0,9.0,83.0,14.0,1,0,Mixed,0,6,Albanian,,,,0,True,0,1,Southern,29,29,0,0.555555556,2020,False,False,False
2023,Armenia,Future Lover,Brunette,14.0,122.0,0.0,0.0,17.0,1.0,0,2.0,6.0,99.0,2.0,0,1,F,0,1,English, Armenian,,,1,False,0,0,South-Eastern,9,23,7,0.785714286,2020,False,False,False
2023,Australia,Promise,Voyager,9.0,151.0,0.0,1.0,15.0,1.0,0,2.0,1.0,149.0,16.0,0,0,Mixed,0,5,English,,,,0,True,0,0,Western,17,12,3,0.857142857,2020,False,False,True
2023,Austria,Who The Hell Is Edgar?,Teya & Salena,15.0,120.0,0.0,0.0,1.0,1.0,0,2.0,2.0,137.0,13.0,0,0,F,0,2,English,Italian,,,1,False,1,0,Central,4,8,228,0.5,2020,False,False,False
2023,Azerbaijan,Tell Me More,TuralTuranX,,,,,,0.0,0,1.0,14.0,4.0,12.0,0,0,M ,0,2,English,,,,0,False,0,0,South-Eastern,35,33,4,0.928571429,2020,False,False,False
2023,Belgium,Because Of You,Gustaph,7.0,182.0,0.0,1.0,16.0,1.0,0,2.0,8.0,90.0,5.0,1,1,M,0,1,English,,,,0,False,1,1,Western,20,10,21,0.444444444,2020,False,False,True
2023,Croatia,Mama Sc,Let 3,13.0,123.0,0.0,0.0,25.0,1.0,0,1.0,8.0,76.0,7.0,1,0,M,0,6,Croatian,,,,0,True,1,1,Southern,26,34,1,0.4375,2020,False,False,False
2023,Cyprus,Break A Broken Heart,Andrew Lambrou,12.0,126.0,0.0,0.0,7.0,1.0,0,2.0,7.0,94.0,6.0,0,1,M,0,1,English,,,,0,False,1,0,South-Eastern,18,31,14,0.588235294,2020,False,False,False
2023,Czech Republic,My Sister's Crown,Vesna,10.0,129.0,0.0,1.0,14.0,1.0,0,1.0,4.0,110.0,13.0,1,0,F,0,6,English, Ukrainian, Czech, Bulgarian,1,False,1,1,Central,8,26,91,0.4,2020,False,False,True
2023,Denmark,Breaking My Heart,Reiley,,,,,,0.0,0,2.0,14.0,6.0,1.0,1,1,M,0,1,English,,,,0,False,1,1,Northern,31,18,0,0.666666667,2020,False,False,False
2023,Estonia,Bridges,Alika,8.0,168.0,0.0,1.0,12.0,1.0,0,2.0,10.0,74.0,4.0,1,1,F,0,1,English,,,,0,False,1,1,Northern,14,22,6,0.444444444,2020,False,False,True
2023,Finland,Cha Cha Cha,Kaarija,2.0,526.0,1.0,1.0,13.0,1.0,0,1.0,1.0,177.0,15.0,1,1,M,0,1,Finnish,,,,0,True,1,0,Northern,1,2,394,0.555555556,2020,False,True,True
2023,France,Evidemment,La Zarra,16.0,104.0,0.0,0.0,6.0,1.0,1,,,,,0,1,F,0,1,French,,,,0,True,1,1,Western,5,1,302,,2020,False,False,False
2023,Georgia,Echo,Iru,,,,,,0.0,0,2.0,12.0,33.0,11.0,1,1,F,0,1,English,,,,0,False,0,0,South-Eastern,23,36,3,0.5,2020,False,False,False
2023,Germany,Blood & Glitter,Lord of the Lost,26.0,18.0,0.0,0.0,21.0,1.0,1,,,,,1,0,M,0,6,English,,,,0,False,1,1,Central,22,24,2,,2020,False,False,False
2023,Greece,What They Say,Victor Vernicos,,,,,,0.0,0,2.0,13.0,14.0,8.0,0,1,M,0,1,English,,,,0,False,1,1,Southern,34,32,1,0.888888889,2020,False,False,False
2023,Iceland,Power,Dilja,,,,,,0.0,0,2.0,11.0,44.0,7.0,1,1,F,0,1,English,,,,0,False,0,1,Northern,30,28,0,0.611111111,2020,False,False,False
2023,Ireland,We Are One,Wild Youth,,,,,,0.0,0,1.0,12.0,10.0,6.0,1,0,M,0,4,English,,,,0,False,1,0,Western,33,16,0,0.444444444,2020,False,False,False
2023,Israel,Unicorn,Noa Kirel,3.0,362.0,1.0,1.0,23.0,1.0,0,1.0,3.0,127.0,9.0,0,1,F,0,1,English,Hebrew,,,1,True,0,0,South-Eastern,6,17,83,0.611111111,2020,False,True,True
2023,Italy,Due Vite,Marco Mengoni,4.0,350.0,1.0,1.0,11.0,1.0,1,,,,,1,1,M,1,1,Italian,,,,0,True,1,1,Western,12,11,226,,2020,False,False,True
2023,Latvia,Aija,Sudden Lights,,,,,,0.0,0,1.0,11.0,34.0,4.0,1,0,M,0,4,English,Latvian,,,1,True,1,1,Northern,21,19,0,0.333333333,2020,False,False,False
2023,Lithuania,Stay,Monika Linkyte,11.0,127.0,0.0,0.0,22.0,1.0,0,2.0,4.0,110.0,15.0,1,1,F,1,1,English,Lithuanian,,,1,True,1,1,Northern,25,14,5,0.611111111,2020,False,False,False
2023,Malta,Dance (Our Own Party),The Busker,,,,,,0.0,0,1.0,15.0,3.0,2.0,1,0,M,0,3,English,,,,0,False,1,0,Western,32,25,2,0.555555556,2020,False,False,False
2023,Moldova,Soarele si Luna,Pasha Parfeni,18.0,96.0,0.0,0.0,18.0,1.0,0,1.0,5.0,109.0,10.0,1,1,M,1,1,Romanian,,,,0,False,0,0,Eastern,15,21,32,0.666666667,2020,False,False,False
2023,Netherlands,Burning Daylight,Mia Nicolai & Dion Cooper,,,,,,0.0,0,1.0,13.0,7.0,14.0,0,0,Mixed,0,2,English,,,,0,False,1,1,Western,27,9,5,0.5,2020,False,False,False
2023,Norway,Queen of Kings,Alessandra,5.0,268.0,1.0,1.0,20.0,1.0,0,1.0,6.0,102.0,1.0,1,1,F,0,1,English,Italian,Latin,,1,False,0,1,Northern,3,5,263,0.833333333,2020,False,False,True
2023,Poland,Solo,Blanka,19.0,93.0,0.0,0.0,4.0,1.0,0,2.0,3.0,124.0,9.0,1,1,F,0,1,English,,,,0,False,1,1,Eastern,28,30,2,0.4375,2020,False,False,False
2023,Portugal,Ai Coracao,Mimicat,23.0,59.0,0.0,0.0,2.0,1.0,0,1.0,9.0,74.0,5.0,1,1,F,0,1,Portuguese,,,,0,True,1,1,Western,16,13,14,0.4375,2020,False,False,False
2023,Romania,D.G.T. (Off and On),Theodor Andrei,,,,,,0.0,0,2.0,15.0,0.0,3.0,1,1,M,0,1,Romanian, English,,,1,True,1,1,Eastern,36,35,0,0.823529412,2020,False,False,False
2023,San Marino,Like An Animal,Piqued Jacks,,,,,,0.0,0,2.0,16.0,0.0,12.0,1,0,M,0,4,English,,,,0,False,0,0,Western,37,15,0,0.25,2020,False,False,False
2023,Serbia,Samo Mi Se Spava,Luke Black,24.0,30.0,0.0,0.0,5.0,1.0,0,1.0,10.0,37.0,3.0,1,1,M,0,1,Serbian, English,,,1,True,0,0,Southern,13,7,17,0.785714286,2020,False,False,False
2023,Slovenia,Carpe Diem,Joker Out,21.0,78.0,0.0,0.0,24.0,1.0,0,2.0,5.0,103.0,10.0,0,0,M,0,5,Slovene,,,,0,True,1,1,Central,10,6,34,0.333333333,2020,False,False,False
2023,Spain,Eaea,Blanca Paloma,17.0,100.0,0.0,0.0,8.0,1.0,1,,,,,1,1,F,0,1,Spanish,,,,0,True,1,1,Western,7,37,76,,2020,False,False,False
2023,Sweden,Tattoo,Loreen,1.0,583.0,1.0,1.0,9.0,1.0,0,1.0,2.0,135.0,11.0,1,1,F,1,1,English,,,,0,False,1,0,Northern,2,3,423,0.944444444,2020,True,True,True
2023,Switzerland,Watergun,Remo Forrer,20.0,92.0,0.0,0.0,3.0,1.0,0,1.0,7.0,97.0,8.0,0,1,M,0,1,English,,,,0,False,0,0,Central,19,20,23,0.388888889,2020,False,False,False
2023,Ukraine,Heart Of Steel,TVORCHI,6.0,243.0,0.0,1.0,19.0,1.0,1,,,,,1,0,M,0,2,English, Ukrainian,,,1,False,0,0,Eastern,24,27,0,1.0,2020,False,False,True
2023,United Kingdom,I Wrote A Song,Mae Muller,25.0,24.0,0.0,0.0,26.0,1.0,1,,,,,0,1,F,0,1,English,,,,0,True,0,1,Western,11,4,154,,2020,False,False,False
2022,Albania,Sekret,Ronela Hajati,,,0.0,0.0,,0.0,0,1.0,12.0,58.0,1.0,1,1,F,0,1,Albanian,English,Spanish,,1,True,0,1,Southern,14,23,88,0.588235294,2020,False,False,False
2022,Armenia,Snap,Rosa Linn,20.0,61.0,0.0,0.0,8.0,1.0,0,1.0,5.0,187.0,17.0,0,1,F,0,1,English,,,,0,False,0,0,South-Eastern,18,8,0,0.769230769,2020,False,False,False
2022,Australia,Not The Same,Sheldon Riley,15.0,125.0,0.0,0.0,21.0,1.0,0,2.0,2.0,243.0,8.0,1,1,M,0,1,English,,,,0,True,0,0,Western,17,3,16,0.833333333,2020,False,False,False
2022,Austria,Halo,LUM!X feat. Pia Maria,,,0.0,0.0,,0.0,0,1.0,15.0,42.0,13.0,0,0,Mixed,0,2,English,,,,0,False,1,0,Central,16,5,73,0.538461538,2020,False,False,False
2022,Azerbaijan,Fade To Black,Nadir Rustamil,16.0,106.0,0.0,0.0,15.0,1.0,0,2.0,10.0,96.0,4.0,0,1,M,0,1,English,,,,0,False,0,0,South-Eastern,26,22,0,0.923076923,2020,False,False,False
2022,Belgium,Miss You,Jeremie Makiese,19.0,64.0,0.0,0.0,16.0,1.0,0,2.0,8.0,151.0,16.0,0,1,M,0,1,English,,,,0,False,1,1,Western,24,17,2,0.411764706,2020,False,False,False
2022,Bulgaria,Intention,Intelligent Music Project,,,0.0,0.0,,0.0,0,1.0,16.0,29.0,7.0,0,0,Mixed,1,6,English,,,,0,False,1,1,Eastern,40,20,0,0.384615385,2020,False,False,False
2022,Croatia,Guilty Pleasure,Mia Dimsic,,,0.0,0.0,,0.0,0,1.0,11.0,75.0,11.0,1,1,F,0,1,English,Croatian,,,1,True,1,1,Southern,33,13,4,0.466666667,2020,False,False,False
2022,Cyprus,Ella,Andromache,,,0.0,0.0,,0.0,0,2.0,12.0,63.0,9.0,0,1,F,0,1,English,Greek,,,1,True,1,0,South-Eastern,15,25,59,0.625,2020,False,False,False
2022,Czech Republic,Lights Off,We Are Domi,22.0,38.0,0.0,0.0,1.0,1.0,0,2.0,4.0,227.0,18.0,1,0,Mixed,0,3,English,,,,0,False,1,1,Central,12,1,35,0.333333333,2020,False,False,False
2022,Denmark,The Show,REDDI,,,0.0,0.0,,0.0,0,1.0,13.0,55.0,12.0,1,0,F,0,4,English,,,,0,False,1,1,Northern,35,18,0,0.705882353,2020,False,False,False
2022,Estonia,Hope,Stefan ,13.0,141.0,0.0,0.0,25.0,1.0,0,2.0,5.0,209.0,12.0,1,1,M,0,1,English,,,,0,False,1,1,Northern,19,11,54,0.411764706,2020,False,False,False
2022,Finland,Jezebel,The Rasmus,21.0,38.0,0.0,0.0,4.0,1.0,0,2.0,7.0,162.0,1.0,1,0,Mixed,0,4,English,,,,0,False,1,0,Northern,22,2,37,0.529411765,2020,False,False,False
2022,France,Fulenn,Alvan & Ahez,24.0,17.0,0.0,0.0,6.0,1.0,1,,,,,1,0,Mixed,0,4,Breton,,,,0,False,1,1,Western,10,35,175,,2020,False,False,False
2022,Georgia,Lock Me In,Circus Mircus ,,,0.0,0.0,,0.0,0,2.0,18.0,22.0,5.0,0,0,M,1,5,English,,,,0,False,0,0,South-Eastern,39,39,0,0.538461538,2020,False,False,False
2022,Germany,Rockstars,Malik Harris,25.0,6.0,0.0,0.0,13.0,1.0,1,,,,,1,1,M,0,1,English,,,,0,False,1,1,Central,28,32,2,,2020,False,False,False
2022,Greece,Die Together,Amanda Georgiadi Tenfjord,8.0,215.0,0.0,1.0,17.0,1.0,0,1.0,3.0,211.0,15.0,0,1,F,0,1,English,,,,0,False,1,1,Southern,6,36,38,0.882352941,2020,False,False,True
2022,Iceland,Med Haekkandi Sol,Systur,23.0,20.0,0.0,0.0,18.0,1.0,0,1.0,10.0,103.0,14.0,1,0,F,0,3,Icelandic,,,,0,True,0,1,Northern,27,15,0,0.588235294,2020,False,False,False
2022,Ireland,That's Rich,Brooke,,,0.0,0.0,,0.0,0,2.0,15.0,47.0,10.0,1,1,F,0,1,English,,,,0,False,1,0,Western,25,34,0,0.470588235,2020,False,False,False
2022,Israel,I.M,Michael Ben David,,,0.0,0.0,,0.0,0,2.0,13.0,61.0,2.0,1,1,M,0,1,English,Hebrew,,,1,True,0,0,South-Eastern,32,7,0,0.647058824,2020,False,False,False
2022,Italy,Brividi ,Mahmood & Blanco,6.0,268.0,0.0,1.0,9.0,1.0,1,,,,,1,0,M,1,2,Italian,,,,0,True,1,1,Western,4,10,387,,2020,False,False,True
2022,Latvia,Eat Your Salad,Citi Zeni,,,0.0,0.0,,0.0,0,1.0,14.0,55.0,2.0,1,0,M,0,6,English,,,,0,False,1,1,Northern,31,33,7,0.352941176,2020,False,False,False
2022,Lithuania,Sentimentai ,Monika Liu,14.0,128.0,0.0,0.0,14.0,1.0,0,1.0,7.0,159.0,3.0,1,1,F,0,1,Lithuanian,,,,0,True,1,1,Northern,21,31,11,0.588235294,2020,False,False,False
2022,Malta,I Am What I Am,Emma Muscat,,,0.0,0.0,,0.0,0,2.0,16.0,47.0,6.0,1,1,F,0,1,English,,,,0,False,1,0,Western,37,21,2,0.588235294,2020,False,False,False
